ID;Straßenname;Schlüssel;Stadtteil;Suchgitter;Beginn_der_Straße;Ende_der_Straße;Umbenannt_in;Erloschen_am;Historisches;Bemerkungen;Beschlussdatum;Gremium;Quelle;Vormals;Erloschen;Beschlussdatum_bis
945;Lindenhofplatz;1981;Lindenhof;O,61;Rennershofstraße;Meerfeldstraße;;;Nach dem ehemaligen Gut Lindenhof.;Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919, Stadtarchiv.;;Nein;
1614;Waldhofstraße;555;Neckarstadt;K/L,61;Alter Meßplatz;Untermühlaustraße;;;Die Straße führt zum Stadtteil Waldhof. Der Waldhof war bis in die 40er Jahre des 19. Jh. ein kleines Ôkonomiegut. 1853 ließ sich hier eine Zweigniederlassung der Manufactures des Glaces zu St. Gobain, einer französischen Spiegelfabrik nieder, aus der die Spiegelfabrik (Vereinigte Glaswerke) hervorging. Die Spiegelfabrik förderte die schnelle Weiterentwicklung des Stadtteils. Waldhof entwickelte sich zu einem bedeutenden Industriegebiet, weitere Firmen u. a. die chemische Fabrik Weyl, die Zellstoffabrik Waldhof (heute SCA), Vereinigte Jute-Spinnereien, Daimler-Benz (heute Daimler-Chrysler) und Böhringer (heute Roche) folgten.;Auf dem Stadtplan von 1907 nachweisbar.;;;Mayher / Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
952;Löwenstraße;6425;Feudenheim;N,66;Brunnenstraße;Wartburgstraße;;;;Im Zuge der Eingemeindung am 01.01.1910 in Löwenstraße umbenannt.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Atlanten 1-18, Fachbereich FB 62.;Innere Kirschbergstraße (nur Teilstrecke);Nein;
1619;Waldparkdamm;2141;Lindenhof;P,61;Emil Heckel Straße;Donnersbergstraße;;;Der Waldparkdamm liegt im Erweiterungsgebiet des Lindenhofs.;Fortsetzung der Waldparkstraße. Im Adressbuch von 1929 nachweisbar, nicht auf dem Stadtplan von 1919.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Adressbuch 1929, Stadtarchiv.;;Nein;
968;Ludwigsbadstraße;205;Mühlauhafen;N,60;Mühlaubrücke;Rheinkaistraße;;;"Benannt nach dem in der Mitte des 19. Jh. dort bestandenen ""Ludwigsbad"".";Nicht auf dem Stadtplan von 1919 nachweisbar. Nachweisbar im Adressbuch von 1929.;;;Straßennamenkartei des FB 62/ Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921)/ Stadtplan 1919. Stadtarchiv/ Adressbuch 1929, Stadtarchiv.;;Nein;
1634;Warnemünder Weg;5925;Vogelstang;L,66;Mecklenburger Straße;Jüterboger;;;"Taufbezirk nach Städten der ehemaligen DDR.

arnemünde, das berühmte Ostseebad ist ein Stadtteil von Rostock, Mecklenburg-Vorpommern, und liegt an der Warnow. Bekannt ist Warnmünde für die alljährliche Segelregatta.";;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
978;M 1 - M 7;;Innenstadt;N,61;;;;;;;;;;;Nein;
1659;Weizenstraße;3225;Waldhof;H/J,62;Otto Siffling Straße;Schienenstraße;;;Auf dem ehemaligen Gewann Vorderer Huben, benannt nach dem früheren Bestellung des Geländes.;;01-01-19;Stadtrat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-19
984;Maikammerstraße;5315;Käfertal;L,64;Bäckerweg;Deidesheimer Straße;;;Maikammer, Verbandsgemeinde im Kreis Südliche Weinstraße, Rheinland-Pfalz, am Fuße der Kalmit gelegen. Im Zuge der Verwaltungsreform 1972 wurden die Gemeinden Maikammer, Kirrweiler und Sankt Martin zur Verbandsgemeinde Maikammer zusammengeschlossen. Weinbaugebiet.;;01-01-28;Stadtrat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-28
1688;Wilhelmstraße;6313;Feudenheim;N,65;Wendeplatte;Yorkstraße;;;"Prinz Wilhelm von Baden (1829-1897), badischer Prinz, Politiker und General.
Ludwig Wilhelm August von Baden war der dritte Sohn Großherzog Leopolds von Baden (1780-1852) und der schwedischen Prinzessin Sophie von Schweden (1801-1865) und Bruder des Großherzogs Friedrich I.
Wilhelm von Baden befehligte 1870 im Deutsch-Französischen Krieg die badische 1. Brigade im Werderschen Korps und wurde bei Nuits schwer verwundet. 1871-1873 gehörte er als badischer Abgeordneter dem deutschen Reichstag an und wurde zum General der Infanterie ernannt.";Auf dem Stadtplan von 1919 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
988;Mallaustraße;7526;Neckarau;R,64/65;Morchfeldstraße;Wachenburgstraße;;;"Alter Gewannname, der bereits im 8. Jh. als ""Malinowe"" im Lorscher Urkundenbuch genannt wird.";;01-01-30;Gemeinderat;Straßennamenkartei FB 62 / Straßenmamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-30
1692;Wilhelm-Wundt-Straße;7411;Neckarau;R,63;Wilhelm Wundt Platz;Wörthstraße;;;Prof. Dr. Wundt (1832-1920), Psychologe, Philosoph und Politiker aus Neckarau. Wundt war als Professor für Anthropologie und medizinische Psychologie an der Universität Heidelberg (1864-1874) und als Professor für Philosophie an der Universität Leipzig (1875-1917) tätig. 1879 gründete er das erste Institut für experimentelle Psychologie in Leipzig.  Seine Psychologie stützt sich auf Experimente und Introspektion (Selbstbeobachtung). Wundt sah im Willen die Grundform des seelische Geschehens (Voluntarismus), in der Psychologie die Grundwissenschaft aller Geisteswissenschaften und Sprache, Mythos, Sitte, Kunst u.a. als Gegenstand der Völkerpsychologie. 1864-1868 war Wundt für den linken Flügel der liberalen badischen Fortschrittspartei Mitglied in der Zweiten Kammer der Badischen Landstände. Für seine Dienste wurde dem Mannheimer Ehrenbürger 1912 der Orden Pour le Mérite verliehen.;Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1530;Teutonenring;6020;Wallstadt;M,67;Wikingerstraße;Wikingerstraße;;;"Taufbezirk nach antiken und mittelalterlichen Volksstämmen. 
Teutonen, germanischer Volksstamm, ursprünglich  in Jütland ansässig, der um 120 v.Chr. mit den Kimbern nach Süden zog und mehrmals die Römer besiegte. 102 v.Chr. von Gaius Marius bei Aquae Sextiae (Aix-en-Provence) vernichtend geschlagen.";;01-01-15;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-15
1707;Wittenberger Weg;5945;Vogelstang;L,66;Sachsenstraße;;;;"Taufbezirk nach Städten der ehemaligen DDR.
Wittenberg, Kreisstadt in Sachsen-Anhalt an der Elbe. Wie Worms trägt Wittenberg den Beinamen Lutherstadt. 1293 Verleihung des Magdeburger Stadtrechts. Nach 1486 bis 1547 (mit Unterbrechungen) Residenz der Herzöge bzw. Kurfürsten von Sachsen, am 19.5.1547 ging mit der Wittenberger Kapitulation der Wechsel der Kurwürde auf die albertinische Linie der Wettiner über.
1502 Gründung der Universität, 1512 Ernennung M. Luthers zum Professor für Theologie (Bibelauslegung), seit 1517 durch Luther und Melanchthon Mittelpunkt der Reformation. Am 31.10. 1517 veröffentlichte Luther in Wittenberg 95 Thesen über den Ablass (""Thesenanschlag""). Wittenberg wurde 1997 als UNESCO-Weltkulturerbe ausgewiesen.";;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
1534;Theodor-Storm-Straße;6381;Feudenheim;N,66;Weiherstraße;Odenwald Straße;;;"Theodor Storm (1817-1888), Jurist und Dichter. 
Seine Lyrik, zwischen Spätromantik und Realismus stehend, ist geprägt vom Erlebnis der norddeutschen Landschaft, Unmittelbarkeit des Gefühls und Musikalität der Sprache  (»Gedichte«, 1852). In der Folgezeit wandte sich Storm der Novelle zu, die er in Form der lyrisch-sentimentalen Stimmungsnovelle (»Immensee«, 1849; »In St. Jürgen«, 1868), der handlungsbetonten und psychologisierenden Schicksalsnovelle (»Der Schimmelreiter«, 1888) bis zur kunstvoll gebauten, sprachlich archaisierenden Chroniknovelle (»Aquis submersus«, 1876) gestaltete. Storm gilt als einer der bedeutendsten realistischen Erzähler.";;01-01-09;Gemeinderat;Straßennamenkartei FB 62  / Straßenbenennung Bd.1, FB62;Thüringer Straße;Nein;01-01-09
1716;Xaver-Fuhr-Straße;4213;Neuostheim;P/Q,65;Hans Thoma Straße;Ludwigshafener Straße;;;"Xaver Fuhr (1898-1973), Maler aus Mannheim-Neckarau. 
In der Ausstellung ""Die neue Sachlichkeit"" in der Mannheimer Kunsthalle machte der Autodidakt zum erstenmal auf sich aufmerksam. Die Entwicklung seines künstlerischen Stils von den 20er bis zu den 60er Jahren lässt sich keiner Richtung zuordnen. Seine Werke zeichnen sich in ihrem Zusammenklang zwischen strenger graphisch-linearer Bildstruktur einerseits und weicher, verhaltener Farbgebung andererseits aus. Unter der NS-Diktatur erhielt der Künstler 1937 Berufsverbot. Einige seiner beschlagnahmten Bilder waren in der nationalsozialistischen Hetzausstellung ""Entartete Kunst"" ausgestellt. 1946-1966 übernahm er eine Professur an der Münchner Kunstakademie. Neben Ausstellungen in Berlin und Frankfurt waren mehrere seiner Bilder u.a. auf der ""documenta I""  (1955) in Kassel zu sehen.";;01-01-14;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-14
1535;Therese-Blase-Straße;8318;Käfertal;L,65;Ida Demel Ring;Ida Demel Ring;;;"Therese Blase (1873-1930), Politikerin und Frauenrechtlerin. 
Blase gehörte zum Landesvorstand der SPD und ab 1919 dem badischen Landtag an. Die Sozialdemokratin leitete 16 Jahre den Lindenhofer Kreis, der Mannheimer Frauenabteilung der SPD. Der Lindenhofer Kreis gründete 1925 die Arbeiterwohlfahrt in Mannheim. Blase setzte sich stark für Frauenrechte und Sozial-, Armen- und Gesundheitsfürsorge ein. So trat  sie u.a. für  das Frauenwahlrecht, gegen die Ausbeutung der Dienstmädchen und gegen das Kinderelend ein. Großen Anklang fanden ihre Ferienspaziergänge für Proletarierkinder.";Gemeinderatsbeschluss 09.05.1994;01-01-26;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-26
1734;Ziegelhüttenweg;7545;Neckarau;R,64;Im Morchhof;Mallaustraße;;;Benannt nach der ehemaligen Neckarauer Ziegelhütte.;;01-01-30;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-30
1546;Torgauer Weg;5921;Vogelstang;K/L,67;Leipziger Straße;[sackgasse] Wendekreis;;;Torgau, Kreisstadt des Landkreises Torgau-Oschatz, Sachsen, an der Elbe. Seit 1255/67 Stadtrecht, ab 1485 zeitweilige Residenz der ernestinischen  Kurfürsten. 1525-47 geistiges und politisches Zentrum (Kur-)Sachsens. Am 25.4.1945 trafen bei Torgau amerikanische und sowjetische Truppen zusammen.;;01-01-19;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-19
1744;Zypressenstraße;7105;Neckarau;Q,62;Wingertstraße;Germaniastraße;;;Gewann;Im Adressbuch von 1929 unter Zypressenstraße als Baugelände deklariert.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);Rübenstraße;Nein;
1547;Torweg;3611;Waldhof;H,63;Westring;Langer Schlag;;;;"Im Adressbuch von 1929 mit dem Zusatz ""Bauplätze"" nachweisbar.";;;Straßennamenkartei FB 62;;Nein;
1746;Apfelblüte;;Neckarau;R,62;Rosenstraße;Aufeldweg I;;;Namensgebung anknüpfend an die benachbarten Obstkulturen.;Auf dem Stadtplan von 1955 nachweisbar. Nicht auf dem Stadtplan von 1994 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1548;Torwiesenstraße;2051;Lindenhof;P,61;Landteilstraße;Emil Heckel Straße;;;;;01-01-27;Gemeinderat;Straßennamenkartei FB 62;;Nein;01-01-27
1750;Birkenschneise [Waldweg];;Käfertaler Wald;G,64/65;Alter Postweg [Waldweg];Buckelallee [Waldweg];;;;Waldweg, der nicht auf dem Stadtplan eingezeichnet ist. Siehe Karte des Käfertaler Waldes.;;;Straßennamenkartei FB 62;;Nein;
1550;Traitteurstraße;1831;Schwetzingervorstadt;O,62;Reichskanzler Müller Straße;Seckenheimer Straße;;;"Professor Johann Andreas von Traitteur (1753-1825), Architekt, Administrationsrat und Baudirektor in Heidelberg. 
Der kurpfälzische Major Traitteur bekam 1783 vom Münchner Hof den Auftrag,  Mannheim mit Wasser aus Odenwälder Quellen zu versorgen. Hierzu sollte eine Wasserleitung von Rohrbach (Heidelberg) in die Mannheimer Quadrate verlegt werden. Der Versuch scheiterte an technischen und finanziellen Problemen. Die Leitung konnte nur bis Seckenheim realisiert werden. Größeren Erfolg erreichte Johann Adreas von Traittur mit seinem Heißluftballon. 1784 flog er mit dem bislang größten Ballon Deutschlands von Heidelberg nach Leimen und von Burrweiler bis Elmstein.";Auf dem Stadtplan von 1907 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1752;Hans-Reschke-Ufer;;Neuostheim;O,64/65;Riedbahnbrücke;Carlo-Schmid-Brücke;;;"Taufbezirk nach Mannheimer Oberbürgermeistern.
Dr. Dr. hc. Hans Reschke (1904-1995), Mannheimer Oberbürgermeister.
Nach seinem Jurastudium in Heidelberg, das er mit der Promotion beendete, war Reschke in mehreren Gemeinden als Regierungsreferendar und Regierungsassessor tätig. Seit 1933 NSDAP-Mitglied, arbeitete er 1934-1945 als Landrat in den Landkreisen Höxter und Recklinghausen. Seit seiner Amtszeit als Landrat hatte er den Rang eines SS-Untersturmführers inne und war Mitglied im Bund Nationalsozialistischer Deutscher Juristen, sowie Mitarbeiter des Sicherheitsdienstes. 1945-1947 wurde er von den Alliierten in Internierungshaft genommen.
1948-1951 arbeitete er als Geschäftsführer des Instituts zur Förderung öffentlicher Angelegenheiten in Frankfurt am Main. Auf Wunsch von Oberbürgermeister Heimerich wurde Reschke 1951 Hauptgeschäftsführer der Kommunalen Arbeitsgemeinschaft Rhein-Neckar in Mannheim zur interkommunalen Zusammenarbeit der Städte Mannheim, Ludwigshafen, Heidelberg und Frankenthal. 1954 folgte seine Amtszeit als Hauptgeschäftsführer der Mannheimer Industrie-und Handelskammer. 
1955 wurde er in der Wahl zum Oberbürgermeister als Gegenkandidat zum Sozialdemokraten Werner Jakobi aufgestellt und mit 51% der Stimmen gewählt. Aufgrund seiner bekanntgewordenen NS-Vergangenheit wurde die Wahl zunächst für ungültig erklärt und ein Gerichtsverfahren eingeleitet. 1956 trat er das Amt des Mannheimer Oberbürgermeisters als Nachfolger von Hermann Heimerich an. Unter seiner Amtszeit wurden die Wohngebiete Waldhof-Ost und Vogelstang angelegt und die Fernwärmeversorgung ausgebaut. Die Friesenheimer Insel wurde für die Industrie erschlossen und die zweite Rheinbrücke gebaut. Die Wirtschaftshochschule wurde zur Universität ausgebaut und die städtischen Krankenanstalten zum Klinikum Mannheim erweitert. Im kulturellen Leben engagierte er sich besonders für das Nationaltheater.
Als ihm 1962 die Funktion des Hauptgeschäftsführers beim Deutschen Städtetag in Köln angeboten wurde, bewiesen ihm die Mannheimer eine besondere Ehre, als Tausende mit einem Fackelzug für sein Verbleiben in Mannheim demonstrierten. Bei seiner Wiederwahl 1964 wurde er mit Unterstützung der SPD mit 99,8 % als Oberbürgermeister bestätigt. 
Reschke galt aufgrund seiner kultivierten und eleganten Persönlichkeit als Aristokrat der Rede und Gestik. Der hochqualifizierte Verwaltungsfachmann und begnadete Rhetoriker war für viele Mannheimer der Idealtyp eines modernen und weltoffenen Stadtoberhaupts.";"Umbenennung des süd-östlichen Teilstücks des ""Paul-Martin-Ufers"" in ""Hans Reschke Ufer"" durch Gemeinderatsbeschluss vom 26.11.1996.";01-01-26;Gemeinderat;;Paul-Martin-Ufer;Nein;01-01-26
1554;Trautenfeldstraße;4735;Friedrichsfeld;S,69;Main Neckar Bahn Straße;Gemarkungsgrenze;;;;Führt in die Platanenstraße. Im Zuge der Eingemeindung am 1.10.1930 von Hilda- und Luisenstraße in Trautenfeldstraße umbenannt.;;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);Hilda- und Luisenstraße;Nein;
1756;Carl Reiß Weg;;Lindenhof;R,60;Strandbadweg;Strandbadweg;;;"Dr. Carl Reiß (1843-1914), Jurist, Politiker und Ehrenbürger der Stadt Mannheim. Reiß war für die Nationalliberale Partei von 1889-1891 Mitglied der Zweiten Kammer Badens. 1896-1914 Mannheimer Stadtverordneter und von 1903-1914 Mitglied der Ersten Kammer der Badischen Landstände für die Nationalliberale Partei. 
Neben seinem politischem Engagement war Reiß Gründer und Mitinitiator mehrerer Finanzinstitutionen und Versicherungen und gehörte über 25 Aufsichtsräten  diverser Unternehmen an. Zu seinen Besitzungen gehörte seit 1885 die Fasaneninsel (heutige Reißinsel). Zusammen mit seiner Schwester Anna Reiß gründete er eine große Anzahl von Stiftungen. 
Das gesamte Vermögen der Geschwister Reiß ging auf die Stadt Mannheim über. Aus dem Barvermögen sollten nach deren letzten Willen ein Reißmuseum erbaut werden. 1957 wurde im ehemaligen Zeughaus in C3 das Reiß-Museum (heute Reiss-Engelhorn-Museum) eröffnet. Im Jahre 1901 wurde Carl Reiß zum Ehrenbürger der Stadt Mannheim ernannt. 
Siehe Anna-Reiß-Weg.";Auf dem Stadtplan von 1994 nachweisbar.;;;Straßennamenkartei FB 62;;Nein;
1597;Vogesenstraße;4811;Friedrichsfeld;S,69;Fred Joachim Schoeps Straße;Bahnhof Süd;;;"Taufbezirk nach Orten im Elsass.
Vogesen, (französisch Vosges, früher auch Wasgenwald), Mittelgebirge in Frankreich zwischen den Regionen Elsass, Lothringen und Burgrund. Die Zagerner Steige bildet die Grenze zwischen Vogesen und Pfälzerwald. Die höchste Erhebung ist der Große Belchen (Grand Ballon) bei Gebweiler (Guebwiller) mit 1424 m ü NN.";;;Gemeinderat;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1757;Dreimärkerschneise [Waldweg];;Käfertaler Wald;G,62/63;Ôstlicher Riedbahnweg;Schwarzer Weg [Waldweg];;;;Waldweg, der nicht auf dem Stadtplan eingezeichnet ist. Siehe Karte des Käfertaler Waldes.;;;Straßennamenkartei FB 62;;Nein;
1598;Voltastraße;6963;Neckarau;Q,63;Ohmweg;Wattstraße;;;Alessandro Volta (1745-1827), italienischer Physiker, verbesserte das Elektroskop, erfand u.a. den Plattenkondensator, die erste Form galvanischer Elemente (voltasche Säule) und stellte die Spannungsreihe der Elemente auf.;Stadtratsbeschluss vom 26.07.1928: Verlängerung Heinrich-Hertz-Straße bis Rheintalbahn bzw. Neckarauer Straße.;01-01-16;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;01-01-16
1762;Edinger Riedweg [Waldweg];;Rheinau;U/V,67/68;Kuhbrunnenweg [Waldweg];[über Gemarkungsgrenze hinaus];;;Edingen-Neckarhausen, Nachbargemeinde Mannheims im Rhein-Neckar-Kreis, Baden-Württemberg. Alte Wegbezeichnung: Das früher zur Gemarkung Edingen gehörige Ried lag am Rhein.;Doppelte Namensvergabe siehe Suchgitter: U/V,65-66;;;Straßennamenkartei FB 62;;Nein;
1606;Wachtstraße;3195;Waldhof;J,62;Jakob Faulhaber Straße;Altrheinstraße;;;;Im Adressbuch von 1929 nachweisbar.;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1768;Großbranndweg [Waldweg];;Käfertaler Wald;F,62;Weinheimer Weg [Waldweg];[Autobahn];;;;Waldweg, der nicht auf dem Stadtplan eingezeichnet ist. Siehe Karte des Käfertaler Waldes.;;;Straßennamenkartei FB 62;;Nein;
1662;Werderstraße;1515;Oststadt;N/O,62;Seckenheimer Straße;Kolpingstraße;;;Graf Karl August von Werder (1808 -1887), General. Führer der badischen Truppen im Deutsch-Französischen Krieg 1870/71. Graf Karl August von Werder war der kommandierende General des XIV. Armeekorps mit dem Dienstsitz in Karlsruhe.;Auf dem Stadtplan von 1907;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives (erstellt 1927 aus 1921);;Nein;
1776;Große Merzelstraße;;Schwetzingervorstadt;O, 61/62;Tattersallstraße;Wallstadterstraße;Reichkanzler Müller Straße;01-01-25;"Merzel, eigentl. Merzler / ""Merzler"" ist ein alter Gewann-Name, der schon im Jahr 1387 nachweisbar ist, infolge der Bebauung im 19. Jahrhundert aber ganz verschwand.";;;;Straßennamenkartei FB 62 / Straßennamenkartei des Stadtarchives;;Ja;
